gene_id	gene_symbol	chrom	start	end	build	source
ENSG00000235098	ANKRD65	1	1351015	1357151	GRCh37	GENCODE_v50_basic
ENSG00000205116	TMEM278	1	1361249	1365637	GRCh37	GENCODE_v50_basic
ENSG00000179403	VWA1	1	1370239	1381394	GRCh37	GENCODE_v50_basic
ENSG00000215915	ATAD3C	1	1385067	1405545	GRCh37	GENCODE_v50_basic
ENSG00000160072	ATAD3B	1	1407120	1433230	GRCh37	GENCODE_v50_basic
ENSG00000197785	ATAD3A	1	1447496	1470071	GRCh37	GENCODE_v50_basic
ENSG00000205090	TMEM240	1	1470156	1476006	GRCh37	GENCODE_v50_basic
ENSG00000160075	SSU72	1	1477051	1510269	GRCh37	GENCODE_v50_basic
ENSG00000228594	FNDC10	1	1533390	1535517	GRCh37	GENCODE_v50_basic
ENSG00000197530	MIB2	1	1550811	1565992	GRCh37	GENCODE_v50_basic
ENSG00000189409	MMP23B	1	1567037	1570641	GRCh37	GENCODE_v50_basic
ENSG00000248333	CDK11B	1	1570599	1590730	GRCh37	GENCODE_v50_basic
ENSG00000189339	SLC35E2B	1	1590988	1624500	GRCh37	GENCODE_v50_basic
ENSG00000008128	CDK11A	1	1633816	1656012	GRCh37	GENCODE_v50_basic
ENSG00000008130	NADK	1	1682669	1711985	GRCh37	GENCODE_v50_basic
ENSG00000078369	GNB1	1	1716722	1823733	GRCh37	GENCODE_v50_basic
ENSG00000169885	CALML6	1	1846518	1848737	GRCh37	GENCODE_v50_basic
ENSG00000178821	TMEM52	1	1849026	1850770	GRCh37	GENCODE_v50_basic
ENSG00000142609	CFAP74	1	1853388	1935278	GRCh37	GENCODE_v50_basic
ENSG00000187730	GABRD	1	1950742	1962199	GRCh37	GENCODE_v50_basic
ENSG00000067606	PRKCZ	1	1981833	2117162	GRCh37	GENCODE_v50_basic
ENSG00000162585	FAAP20	1	2115848	2144161	GRCh37	GENCODE_v50_basic
ENSG00000157933	SKI	1	2158825	2241654	GRCh37	GENCODE_v50_basic
ENSG00000116151	MORN1	1	2250645	2323163	GRCh37	GENCODE_v50_basic
ENSG00000157916	RER1	1	2322107	2336885	GRCh37	GENCODE_v50_basic
ENSG00000157911	PEX10	1	2335221	2345238	GRCh37	GENCODE_v50_basic
ENSG00000149527	PLCH2	1	2357417	2437248	GRCh37	GENCODE_v50_basic
ENSG00000157881	PANK4	1	2439968	2458058	GRCh37	GENCODE_v50_basic
ENSG00000197921	HES5	1	2460182	2461712	GRCh37	GENCODE_v50_basic
ENSG00000157873	TNFRSF14	1	2485681	2496823	GRCh37	GENCODE_v50_basic
ENSG00000157870	PRXL2B	1	2517928	2522911	GRCh37	GENCODE_v50_basic
ENSG00000142606	MMEL1	1	2522076	2564460	GRCh37	GENCODE_v50_basic
ENSG00000215912	TTC34	1	2568423	2718260	GRCh37	GENCODE_v50_basic
ENSG00000169717	ACTRT2	1	2938029	2939469	GRCh37	GENCODE_v50_basic
ENSG00000142611	PRDM16	1	2985565	3355187	GRCh37	GENCODE_v50_basic
ENSG00000130762	ARHGEF16	1	3371112	3402534	GRCh37	GENCODE_v50_basic
ENSG00000162591	MEGF6	1	3404504	3528109	GRCh37	GENCODE_v50_basic
ENSG00000158109	TPRG1L	1	3541541	3546697	GRCh37	GENCODE_v50_basic
ENSG00000116213	WRAP73	1	3547329	3569327	GRCh37	GENCODE_v50_basic
ENSG00000078900	TP73	1	3568869	3652767	GRCh37	GENCODE_v50_basic
ENSG00000162592	CCDC27	1	3663022	3688211	GRCh37	GENCODE_v50_basic
ENSG00000235169	SMIM1	1	3689210	3698744	GRCh37	GENCODE_v50_basic
ENSG00000130764	LRRC47	1	3695121	3713083	GRCh37	GENCODE_v50_basic
ENSG00000116198	CEP104	1	3728648	3774289	GRCh37	GENCODE_v50_basic
ENSG00000169598	DFFB	1	3773804	3802057	GRCh37	GENCODE_v50_basic
ENSG00000198912	C1orf174	1	3805687	3816863	GRCh37	GENCODE_v50_basic
ENSG00000196581	AJAP1	1	4714647	4852596	GRCh37	GENCODE_v50_basic
ENSG00000131697	NPHP4	1	5922862	6053517	GRCh37	GENCODE_v50_basic
ENSG00000069424	KCNAB2	1	6050985	6161255	GRCh37	GENCODE_v50_basic
ENSG00000116254	CHD5	1	6161845	6240418	GRCh37	GENCODE_v50_basic
ENSG00000285629	ENSG00000285629	1	6219488	6257819	GRCh37	GENCODE_v50_basic
ENSG00000116251	RPL22	1	6245078	6269451	GRCh37	GENCODE_v50_basic
ENSG00000158286	RNF207	1	6265450	6284696	GRCh37	GENCODE_v50_basic
ENSG00000116237	ICMT	1	6281251	6296059	GRCh37	GENCODE_v50_basic
ENSG00000173673	HES3	1	6301539	6306718	GRCh37	GENCODE_v50_basic
ENSG00000158292	GPR153	1	6307405	6321166	GRCh37	GENCODE_v50_basic
ENSG00000097021	ACOT7	1	6324326	6453851	GRCh37	GENCODE_v50_basic
ENSG00000069812	HES2	1	6472476	6484752	GRCh37	GENCODE_v50_basic
ENSG00000187017	ESPN	1	6484828	6521429	GRCh37	GENCODE_v50_basic
ENSG00000215788	TNFRSF25	1	6520844	6526252	GRCh37	GENCODE_v50_basic
ENSG00000171680	PLEKHG5	1	6527180	6580136	GRCh37	GENCODE_v50_basic
ENSG00000162408	NOL9	1	6581405	6614598	GRCh37	GENCODE_v50_basic
ENSG00000173662	TAS1R1	1	6615361	6639817	GRCh37	GENCODE_v50_basic
ENSG00000204859	ZBTB48	1	6640052	6649352	GRCh37	GENCODE_v50_basic
ENSG00000162413	KLHL21	1	6650782	6674669	GRCh37	GENCODE_v50_basic
ENSG00000116273	PHF13	1	6673781	6684092	GRCh37	GENCODE_v50_basic
ENSG00000041988	THAP3	1	6684903	6695674	GRCh37	GENCODE_v50_basic
ENSG00000007923	DNAJC11	1	6694225	6761986	GRCh37	GENCODE_v50_basic
ENSG00000171735	CAMTA1	1	6845490	7829768	GRCh37	GENCODE_v50_basic
ENSG00000049245	VAMP3	1	7831322	7841509	GRCh37	GENCODE_v50_basic
ENSG00000049246	PER3	1	7844241	7905243	GRCh37	GENCODE_v50_basic
ENSG00000049247	UTS2	1	7903066	7913574	GRCh37	GENCODE_v50_basic
ENSG00000049249	TNFRSF9	1	7975929	8003227	GRCh37	GENCODE_v50_basic
ENSG00000116288	PARK7	1	8012712	8046053	GRCh37	GENCODE_v50_basic
ENSG00000116285	ERRFI1	1	8063254	8086380	GRCh37	GENCODE_v50_basic
ENSG00000162426	SLC45A1	1	8378139	8404358	GRCh37	GENCODE_v50_basic
ENSG00000142599	RERE	1	8412455	8908982	GRCh37	GENCODE_v50_basic
ENSG00000074800	ENO1	1	8914100	8939369	GRCh37	GENCODE_v50_basic
ENSG00000131686	CA6	1	9005924	9035153	GRCh37	GENCODE_v50_basic
ENSG00000197241	SLC2A7	1	9063030	9086484	GRCh37	GENCODE_v50_basic
ENSG00000142583	SLC2A5	1	9095163	9148539	GRCh37	GENCODE_v50_basic
ENSG00000180758	GPR157	1	9160362	9189261	GRCh37	GENCODE_v50_basic
ENSG00000049239	H6PD	1	9294796	9338278	GRCh37	GENCODE_v50_basic
ENSG00000171621	SPSB1	1	9352158	9429593	GRCh37	GENCODE_v50_basic
ENSG00000171612	SLC25A33	1	9599494	9645233	GRCh37	GENCODE_v50_basic
ENSG00000188807	TMEM201	1	9648774	9674939	GRCh37	GENCODE_v50_basic
ENSG00000171608	PIK3CD	1	9689945	9790179	GRCh37	GENCODE_v50_basic
ENSG00000171603	CLSTN1	1	9788967	9884053	GRCh37	GENCODE_v50_basic
ENSG00000178585	CTNNBIP1	1	9908325	9970438	GRCh37	GENCODE_v50_basic
ENSG00000162441	LZIC	1	9982169	10003467	GRCh37	GENCODE_v50_basic
ENSG00000173614	NMNAT1	1	10003484	10056958	GRCh37	GENCODE_v50_basic
ENSG00000162444	RBP7	1	10057106	10076082	GRCh37	GENCODE_v50_basic
ENSG00000130939	UBE4B	1	10092888	10241304	GRCh37	GENCODE_v50_basic
ENSG00000054523	KIF1B	1	10270537	10441666	GRCh37	GENCODE_v50_basic
ENSG00000142657	PGD	1	10458647	10480570	GRCh37	GENCODE_v50_basic
ENSG00000251503	CENPS-CORT	1	10490157	10512212	GRCh37	GENCODE_v50_basic
ENSG00000175279	CENPS	1	10490445	10502872	GRCh37	GENCODE_v50_basic
ENSG00000241563	CORT	1	10510065	10512142	GRCh37	GENCODE_v50_basic
ENSG00000160049	DFFA	1	10516577	10532641	GRCh37	GENCODE_v50_basic
ENSG00000142655	PEX14	1	10532343	10690817	GRCh37	GENCODE_v50_basic
ENSG00000130940	CASZ1	1	10696656	10856717	GRCh37	GENCODE_v50_basic
ENSG00000175262	CIROZ	1	11006526	11042135	GRCh37	GENCODE_v50_basic
ENSG00000120948	TARDBP	1	11072399	11098050	GRCh37	GENCODE_v50_basic
ENSG00000009724	MASP2	1	11082064	11107332	GRCh37	GENCODE_v50_basic
ENSG00000116649	SRM	1	11114639	11120137	GRCh37	GENCODE_v50_basic
ENSG00000171824	EXOSC10	1	11126668	11159966	GRCh37	GENCODE_v50_basic
ENSG00000198793	MTOR	1	11166586	11322615	GRCh37	GENCODE_v50_basic
ENSG00000171819	ANGPTL7	1	11249403	11256040	GRCh37	GENCODE_v50_basic
ENSG00000120942	UBIAD1	1	11333244	11357163	GRCh37	GENCODE_v50_basic
ENSG00000204624	DISP3	1	11538960	11597642	GRCh37	GENCODE_v50_basic
ENSG00000116661	FBXO2	1	11697073	11715844	GRCh37	GENCODE_v50_basic
ENSG00000132879	FBXO44	1	11710673	11723386	GRCh37	GENCODE_v50_basic
ENSG00000116670	MAD2L2	1	11717285	11752664	GRCh37	GENCODE_v50_basic
ENSG00000116663	FBXO6	1	11724196	11734413	GRCh37	GENCODE_v50_basic
ENSG00000162490	DRAXIN	1	11751013	11785916	GRCh37	GENCODE_v50_basic
ENSG00000177674	AGTRAP	1	11796125	11814861	GRCh37	GENCODE_v50_basic
ENSG00000215910	C1orf167	1	11821842	11849644	GRCh37	GENCODE_v50_basic
ENSG00000177000	MTHFR	1	11845778	11866514	GRCh37	GENCODE_v50_basic
ENSG00000011021	CLCN6	1	11866151	11908139	GRCh37	GENCODE_v50_basic
ENSG00000175206	NPPA	1	11905756	11908404	GRCh37	GENCODE_v50_basic
ENSG00000120937	NPPB	1	11917509	11919707	GRCh37	GENCODE_v50_basic
ENSG00000116685	KIAA2013	1	11979645	11986487	GRCh37	GENCODE_v50_basic
ENSG00000083444	PLOD1	1	11994260	12035601	GRCh37	GENCODE_v50_basic
ENSG00000116688	MFN2	1	12040236	12075270	GRCh37	GENCODE_v50_basic
ENSG00000116691	MIIP	1	12079521	12092107	GRCh37	GENCODE_v50_basic
ENSG00000120949	TNFRSF8	1	12123134	12204280	GRCh37	GENCODE_v50_basic
ENSG00000028137	TNFRSF1B	1	12227025	12269287	GRCh37	GENCODE_v50_basic
ENSG00000048707	VPS13D	1	12290062	12572101	GRCh37	GENCODE_v50_basic
ENSG00000162496	DHRS3	1	12623646	12680191	GRCh37	GENCODE_v50_basic
ENSG00000204518	AADACL4	1	12704102	12727089	GRCh37	GENCODE_v50_basic
ENSG00000188984	AADACL3	1	12776110	12788729	GRCh37	GENCODE_v50_basic
ENSG00000157330	CFAP107	1	12806140	12823849	GRCh37	GENCODE_v50_basic
ENSG00000116726	PRAMEF12	1	12833879	12838051	GRCh37	GENCODE_v50_basic
ENSG00000116721	PRAMEF1	1	12851544	12856779	GRCh37	GENCODE_v50_basic
ENSG00000204513	PRAMEF11	1	12884466	12891266	GRCh37	GENCODE_v50_basic
ENSG00000179172	HNRNPCL1	1	12907228	12908575	GRCh37	GENCODE_v50_basic
ENSG00000120952	PRAMEF2	1	12916939	12921766	GRCh37	GENCODE_v50_basic
ENSG00000243073	PRAMEF4	1	12939031	12946027	GRCh37	GENCODE_v50_basic
ENSG00000187545	PRAMEF10	1	12952079	12958103	GRCh37	GENCODE_v50_basic
ENSG00000204510	PRAMEF7	1	12976428	12980573	GRCh37	GENCODE_v50_basic
ENSG00000232423	PRAMEF6	1	12998300	13007408	GRCh37	GENCODE_v50_basic
ENSG00000204508	PRAMEF22	1	13035541	13038383	GRCh37	GENCODE_v50_basic
ENSG00000239810	WI2-3308P17.2	1	13052392	13053000	GRCh37	GENCODE_v50_basic
ENSG00000275774	HNRNPCL2	1	13182958	13184328	GRCh37	GENCODE_v50_basic
ENSG00000229571	PRAMEF26	1	13216354	13219583	GRCh37	GENCODE_v50_basic
ENSG00000204503	PRAMEF3	1	13328194	13331694	GRCh37	GENCODE_v50_basic
ENSG00000204502	PRAMEF5	1	13359817	13369059	GRCh37	GENCODE_v50_basic
ENSG00000182330	PRAMEF8	1	13386644	13390767	GRCh37	GENCODE_v50_basic
ENSG00000204501	PRAMEF9	1	13421174	13428193	GRCh37	GENCODE_v50_basic
ENSG00000279169	PRAMEF13	1	13447427	13452658	GRCh37	GENCODE_v50_basic
ENSG00000204491	PRAMEF18	1	13474687	13477524	GRCh37	GENCODE_v50_basic
ENSG00000204488	PRAMEF16	1	13495252	13498262	GRCh37	GENCODE_v50_basic
ENSG00000204486	PRAMEF21	1	13516064	13526945	GRCh37	GENCODE_v50_basic
ENSG00000157358	PRAMEF15	1	13641971	13648990	GRCh37	GENCODE_v50_basic
ENSG00000204481	PRAMEF14	1	13668267	13673513	GRCh37	GENCODE_v50_basic
ENSG00000204480	PRAMEF19	1	13694887	13698407	GRCh37	GENCODE_v50_basic
ENSG00000204479	PRAMEF17	1	13716090	13719091	GRCh37	GENCODE_v50_basic
ENSG00000204478	PRAMEF20	1	13736905	13747805	GRCh37	GENCODE_v50_basic
ENSG00000162494	LRRC38	1	13801439	13841023	GRCh37	GENCODE_v50_basic
ENSG00000162493	PDPN	1	13909958	13944457	GRCh37	GENCODE_v50_basic
ENSG00000116731	PRDM2	1	14026482	14151590	GRCh37	GENCODE_v50_basic
ENSG00000189337	KAZN	1	14219285	15444541	GRCh37	GENCODE_v50_basic
ENSG00000171729	TMEM51	1	15478992	15546982	GRCh37	GENCODE_v50_basic
ENSG00000142621	FHAD1	1	15563015	15726781	GRCh37	GENCODE_v50_basic
ENSG00000142634	EFHD2	1	15736066	15756841	GRCh37	GENCODE_v50_basic
ENSG00000162438	CTRC	1	15764936	15775739	GRCh37	GENCODE_v50_basic
ENSG00000142615	CELA2A	1	15783221	15798590	GRCh37	GENCODE_v50_basic
ENSG00000215704	CELA2B	1	15792402	15817897	GRCh37	GENCODE_v50_basic
ENSG00000132906	CASP9	1	15816217	15853031	GRCh37	GENCODE_v50_basic
ENSG00000116138	DNAJC16	1	15853306	15918876	GRCh37	GENCODE_v50_basic
ENSG00000116771	AGMAT	1	15898192	15911581	GRCh37	GENCODE_v50_basic
ENSG00000197312	DDI2	1	15943909	15995541	GRCh37	GENCODE_v50_basic
ENSG00000215695	RSC1A1	1	15986206	15988530	GRCh37	GENCODE_v50_basic
ENSG00000116786	PLEKHM2	1	16007954	16061268	GRCh37	GENCODE_v50_basic
ENSG00000162461	SLC25A34	1	16062669	16067889	GRCh37	GENCODE_v50_basic
ENSG00000162460	TMEM82	1	16068981	16074479	GRCh37	GENCODE_v50_basic
ENSG00000162458	FBLIM1	1	16083097	16113091	GRCh37	GENCODE_v50_basic
ENSG00000233954	UQCRHL	1	16133662	16135845	GRCh37	GENCODE_v50_basic
ENSG00000065526	SPEN	1	16162588	16266953	GRCh37	GENCODE_v50_basic
ENSG00000116809	ZBTB17	1	16266641	16302629	GRCh37	GENCODE_v50_basic
ENSG00000183888	SRARP	1	16330722	16335879	GRCh37	GENCODE_v50_basic
ENSG00000173641	HSPB7	1	16340511	16347094	GRCh37	GENCODE_v50_basic
ENSG00000186510	CLCNKA	1	16344639	16360606	GRCh37	GENCODE_v50_basic
ENSG00000184908	CLCNKB	1	16366745	16383864	GRCh37	GENCODE_v50_basic
ENSG00000185519	FAM131C	1	16384262	16400161	GRCh37	GENCODE_v50_basic
ENSG00000142627	EPHA2	1	16450830	16482638	GRCh37	GENCODE_v50_basic
ENSG00000142632	ARHGEF19	1	16524347	16539390	GRCh37	GENCODE_v50_basic
ENSG00000204377	C1orf134	1	16555366	16556040	GRCh37	GENCODE_v50_basic
ENSG00000132881	CPLANE2	1	16558185	16563711	GRCh37	GENCODE_v50_basic
ENSG00000037637	FBXO42	1	16573333	16678991	GRCh37	GENCODE_v50_basic
ENSG00000055070	SZRD1	1	16679068	16724644	GRCh37	GENCODE_v50_basic
ENSG00000187144	SPATA21	1	16713610	16763921	GRCh37	GENCODE_v50_basic
ENSG00000157191	NECAP2	1	16767157	16786589	GRCh37	GENCODE_v50_basic
ENSG00000268674	AL355149.2	1	16865559	16866072	GRCh37	GENCODE_v50_basic
ENSG00000219481	NBPF1	1	16888812	16940059	GRCh37	GENCODE_v50_basic
ENSG00000237847	AL137798.1	1	16999496	17000009	GRCh37	GENCODE_v50_basic
ENSG00000268991	AL021920.2	1	17060445	17060958	GRCh37	GENCODE_v50_basic
ENSG00000058453	CROCC	1	17066766	17299461	GRCh37	GENCODE_v50_basic
ENSG00000117122	MFAP2	1	17299426	17308113	GRCh37	GENCODE_v50_basic
ENSG00000159363	ATP13A2	1	17312451	17338483	GRCh37	GENCODE_v50_basic
ENSG00000288636	ENSG00000288636	1	17331561	17338254	GRCh37	GENCODE_v50_basic
ENSG00000117118	SDHB	1	17345157	17380707	GRCh37	GENCODE_v50_basic
ENSG00000117115	PADI2	1	17393254	17445956	GRCh37	GENCODE_v50_basic
ENSG00000142623	PADI1	1	17531613	17572504	GRCh37	GENCODE_v50_basic
ENSG00000142619	PADI3	1	17575586	17610730	GRCh37	GENCODE_v50_basic
ENSG00000159339	PADI4	1	17634688	17690501	GRCh37	GENCODE_v50_basic
ENSG00000269468	AC004824.2	1	17655505	17676072	GRCh37	GENCODE_v50_basic
ENSG00000276747	PADI6	1	17698689	17728197	GRCh37	GENCODE_v50_basic
ENSG00000179051	RCC2	1	17733249	17766490	GRCh37	GENCODE_v50_basic
ENSG00000074964	ARHGEF10L	1	17865861	18024373	GRCh37	GENCODE_v50_basic
ENSG00000117148	ACTL8	1	18081803	18153560	GRCh37	GENCODE_v50_basic
ENSG00000117154	IGSF21	1	18433982	18704979	GRCh37	GENCODE_v50_basic
ENSG00000179023	KLHDC7A	1	18807422	18812470	GRCh37	GENCODE_v50_basic
ENSG00000009709	PAX7	1	18957338	19075372	GRCh37	GENCODE_v50_basic
ENSG00000179002	TAS1R2	1	19166091	19186156	GRCh37	GENCODE_v50_basic
ENSG00000255275	RP13-279N23.2	1	19175765	19247617	GRCh37	GENCODE_v50_basic
ENSG00000159423	ALDH4A1	1	19197917	19229295	GRCh37	GENCODE_v50_basic
ENSG00000169991	IFFO2	1	19230772	19283172	GRCh37	GENCODE_v50_basic
ENSG00000127481	UBR4	1	19401002	19536825	GRCh37	GENCODE_v50_basic
ENSG00000127463	EMC1	1	19542152	19578048	GRCh37	GENCODE_v50_basic
ENSG00000053372	MRTO4	1	19578047	19586624	GRCh37	GENCODE_v50_basic
ENSG00000211454	AKR7L	1	19592474	19600690	GRCh37	GENCODE_v50_basic
ENSG00000162482	AKR7A3	1	19607548	19615319	GRCh37	GENCODE_v50_basic
ENSG00000040487	SLC66A1	1	19614536	19658923	GRCh37	GENCODE_v50_basic
ENSG00000053371	AKR7A2	1	19618015	19638645	GRCh37	GENCODE_v50_basic
ENSG00000077549	CAPZB	1	19665267	19812146	GRCh37	GENCODE_v50_basic
ENSG00000173436	MICOS10	1	19810895	19956317	GRCh37	GENCODE_v50_basic
ENSG00000158747	NBL1	1	19923471	19985908	GRCh37	GENCODE_v50_basic
ENSG00000270136	MICOS10-NBL1	1	19923559	19983422	GRCh37	GENCODE_v50_basic
ENSG00000158748	HTR6	1	19991328	20007461	GRCh37	GENCODE_v50_basic
ENSG00000162542	TMCO4	1	20008698	20126995	GRCh37	GENCODE_v50_basic
ENSG00000178828	RNF186	1	20140520	20141778	GRCh37	GENCODE_v50_basic
ENSG00000169914	OTUD3	1	20208859	20239440	GRCh37	GENCODE_v50_basic
ENSG00000188784	PLA2G2E	1	20246500	20250112	GRCh37	GENCODE_v50_basic
ENSG00000188257	PLA2G2A	1	20301922	20306957	GRCh37	GENCODE_v50_basic
ENSG00000127472	PLA2G5	1	20354670	20418406	GRCh37	GENCODE_v50_basic
ENSG00000117215	PLA2G2D	1	20438430	20446061	GRCh37	GENCODE_v50_basic
ENSG00000158786	PLA2G2F	1	20465813	20476876	GRCh37	GENCODE_v50_basic
ENSG00000187980	PLA2G2C	1	20487744	20513019	GRCh37	GENCODE_v50_basic
ENSG00000162543	UBXN10	1	20509784	20522545	GRCh37	GENCODE_v50_basic
ENSG00000158816	VWA5B1	1	20617366	20686029	GRCh37	GENCODE_v50_basic
ENSG00000162545	CAMK2N1	1	20808882	20812765	GRCh37	GENCODE_v50_basic
ENSG00000090432	MUL1	1	20822213	20834658	GRCh37	GENCODE_v50_basic
ENSG00000183114	FAM43B	1	20879064	20881515	GRCh37	GENCODE_v50_basic
ENSG00000158825	CDA	1	20915389	20945408	GRCh37	GENCODE_v50_basic
ENSG00000158828	PINK1	1	20959927	20978726	GRCh37	GENCODE_v50_basic
ENSG00000244038	DDOST	1	20973958	20988039	GRCh37	GENCODE_v50_basic
ENSG00000117245	KIF17	1	20990502	21044513	GRCh37	GENCODE_v50_basic
ENSG00000189410	SH2D5	1	21046215	21059332	GRCh37	GENCODE_v50_basic
ENSG00000127483	HP1BP3	1	21064592	21113834	GRCh37	GENCODE_v50_basic
ENSG00000075151	EIF4G3	1	21132480	21503780	GRCh37	GENCODE_v50_basic
ENSG00000117298	ECE1	1	21543738	21672407	GRCh37	GENCODE_v50_basic
ENSG00000142794	NBPF3	1	21766344	21811500	GRCh37	GENCODE_v50_basic
ENSG00000162551	ALPL	1	21835304	21905936	GRCh37	GENCODE_v50_basic
ENSG00000289715	ENSG00000289715	1	21873895	21880497	GRCh37	GENCODE_v50_basic
ENSG00000076864	RAP1GAP	1	21922706	21996341	GRCh37	GENCODE_v50_basic
ENSG00000090686	USP48	1	22002012	22110113	GRCh37	GENCODE_v50_basic
ENSG00000187942	LDLRAD2	1	22138756	22151720	GRCh37	GENCODE_v50_basic
ENSG00000142798	HSPG2	1	22147084	22263813	GRCh37	GENCODE_v50_basic
ENSG00000219073	CELA3B	1	22303513	22325137	GRCh37	GENCODE_v50_basic
ENSG00000142789	CELA3A	1	22328148	22339037	GRCh37	GENCODE_v50_basic
ENSG00000289694	ENSG00000289694	1	22351633	22419438	GRCh37	GENCODE_v50_basic
ENSG00000070831	CDC42	1	22379118	22427855	GRCh37	GENCODE_v50_basic
ENSG00000162552	WNT4	1	22443804	22470464	GRCh37	GENCODE_v50_basic
ENSG00000184677	ZBTB40	1	22755329	22857652	GRCh37	GENCODE_v50_basic
ENSG00000070886	EPHA8	1	22889952	22930090	GRCh37	GENCODE_v50_basic
ENSG00000173372	C1QA	1	22961548	22966696	GRCh37	GENCODE_v50_basic
ENSG00000289692	ENSG00000289692	1	22962997	22970562	GRCh37	GENCODE_v50_basic
ENSG00000159189	C1QC	1	22969049	22974617	GRCh37	GENCODE_v50_basic
ENSG00000173369	C1QB	1	22979204	22988132	GRCh37	GENCODE_v50_basic
ENSG00000133216	EPHB2	1	23037289	23247995	GRCh37	GENCODE_v50_basic
ENSG00000215906	LACTBL1	1	23279534	23299361	GRCh37	GENCODE_v50_basic
ENSG00000227868	TEX46	1	23337324	23345595	GRCh37	GENCODE_v50_basic
ENSG00000004487	KDM1A	1	23345886	23410199	GRCh37	GENCODE_v50_basic
ENSG00000169641	LUZP1	1	23410521	23504647	GRCh37	GENCODE_v50_basic
ENSG00000293565	ENSG00000293565	1	23420817	23420871	GRCh37	GENCODE_v50_basic
ENSG00000179546	HTR1D	1	23516669	23544042	GRCh37	GENCODE_v50_basic
ENSG00000125944	HNRNPR	1	23630262	23671153	GRCh37	GENCODE_v50_basic
ENSG00000125945	ZNF436	1	23685939	23696455	GRCh37	GENCODE_v50_basic
ENSG00000204219	TCEA3	1	23697082	23751664	GRCh37	GENCODE_v50_basic
ENSG00000088280	ASAP3	1	23755051	23811132	GRCh37	GENCODE_v50_basic
ENSG00000007968	E2F2	1	23832913	23857735	GRCh37	GENCODE_v50_basic
ENSG00000117318	ID3	1	23883929	23887079	GRCh37	GENCODE_v50_basic
ENSG00000142676	RPL11	1	24018173	24024918	GRCh37	GENCODE_v50_basic
ENSG00000011007	ELOA	1	24069641	24088551	GRCh37	GENCODE_v50_basic
ENSG00000057757	PITHD1	1	24104853	24114724	GRCh37	GENCODE_v50_basic
ENSG00000011009	LYPLA2	1	24117598	24122037	GRCh37	GENCODE_v50_basic
ENSG00000117308	GALE	1	24122087	24127296	GRCh37	GENCODE_v50_basic
ENSG00000117305	HMGCL	1	24128365	24165112	GRCh37	GENCODE_v50_basic
ENSG00000179163	FUCA1	1	24171565	24194853	GRCh37	GENCODE_v50_basic
ENSG00000188822	CNR2	1	24197003	24239888	GRCh37	GENCODE_v50_basic
